condition,therapeuticarea,summary,purpose,gender,age,status,cwid,modified,sponsor,phase
Migraine (Pediatric),Pediatrics/Neonatology Neurology Family Medicine,A Study Using Botulinum Toxin Type A as Headache Prophylaxis in Adolescents with Chronic Migraine,A study for Adolescents with Chronic Migraine,Both Male and Female,12 to 17 Years,Recruiting,192750,"",Allergan,3
Migraine (Pediatric),Pediatrics/Neonatology Neurology Family Medicine,A Study Using Botulinum Toxin Type A as Headache Prophylaxis in Adolescents with Chronic Migraine,A study for Adolescents with Chronic Migraine,Both Male and Female,12 to 17 Years,Recruiting,192747,"",Allergan,3
Migraine (Pediatric),Pediatrics/Neonatology Neurology Family Medicine,A Study Using Botulinum Toxin Type A as Headache Prophylaxis in Adolescents with Chronic Migraine,A study for Adolescents with Chronic Migraine,Both Male and Female,12 to 17 Years,Recruiting,192741,"",Allergan,3
Migraine (Pediatric),Pediatrics/Neonatology Neurology Family Medicine,A Study Using Botulinum Toxin Type A as Headache Prophylaxis in Adolescents with Chronic Migraine,A study for Adolescents with Chronic Migraine,Both Male and Female,12 to 17 Years,Recruiting,192753,"",Allergan,3
Migraine (Pediatric),Pediatrics/Neonatology Neurology Family Medicine,Does your child experience migraine headaches?,"If the answer to this question is yes, and your child is 12-17 years of age, and experiences two or more migraine headaches a month, he or she may be eligible to join a clinical research study looking at an investigational treatment for migraine headaches.","",Both Male and Female,12 to 17 Years,188012,"",,
Migraine (Pediatric),Pediatrics/Neonatology Neurology Family Medicine,A Study Using Botulinum Toxin Type A as Headache Prophylaxis in Adolescents with Chronic Migraine,A study for Adolescents with Chronic Migraine,Both Male and Female,12 to 17 Years,Recruiting,192771,"",Allergan,3
Migraine (Pediatric),Pediatrics/Neonatology Neurology Family Medicine,A Study Using Botulinum Toxin Type A as Headache Prophylaxis in Adolescents with Chronic Migraine,A study for Adolescents with Chronic Migraine,Both Male and Female,12 to 17 Years,Recruiting,192774,"",Allergan,3
Migraine (Pediatric),Pediatrics/Neonatology Neurology Family Medicine,A Study Using Botulinum Toxin Type A as Headache Prophylaxis in Adolescents with Chronic Migraine,A study for Adolescents with Chronic Migraine,Both Male and Female,12 to 17 Years,Recruiting,192756,"",Allergan,3
Migraine (Pediatric),Pediatrics/Neonatology Neurology Family Medicine,A Study Using Botulinum Toxin Type A as Headache Prophylaxis in Adolescents with Chronic Migraine,A study for Adolescents with Chronic Migraine,Both Male and Female,12 to 17 Years,Recruiting,192759,"",Allergan,3
Migraine (Pediatric),Pediatrics/Neonatology Neurology Family Medicine,A Study Using Botulinum Toxin Type A as Headache Prophylaxis in Adolescents with Chronic Migraine,A study for Adolescents with Chronic Migraine,Both Male and Female,12 to 17 Years,Recruiting,192732,"",Allergan,3
Migraine (Pediatric),Pediatrics/Neonatology Neurology Family Medicine,A Study Using Botulinum Toxin Type A as Headache Prophylaxis in Adolescents with Chronic Migraine,A study for Adolescents with Chronic Migraine,Both Male and Female,12 to 17 Years,Recruiting,192728,"",Allergan,3
Migraine (Pediatric),Pediatrics/Neonatology Neurology Family Medicine,A Study Using Botulinum Toxin Type A as Headache Prophylaxis in Adolescents with Chronic Migraine,A study for Adolescents with Chronic Migraine,Both Male and Female,12 to 17 Years,Recruiting,192744,"",Allergan,3
Migraine (Pediatric),Pediatrics/Neonatology Neurology Family Medicine,A Study Using Botulinum Toxin Type A as Headache Prophylaxis in Adolescents with Chronic Migraine,A study for Adolescents with Chronic Migraine,Both Male and Female,12 to 17 Years,Recruiting,192765,"",Allergan,3
Migraine (Pediatric),Pediatrics/Neonatology Neurology Family Medicine,A Study Using Botulinum Toxin Type A as Headache Prophylaxis in Adolescents with Chronic Migraine,A study for Adolescents with Chronic Migraine,Both Male and Female,12 to 17 Years,Recruiting,192738,"",Allergan,3
Migraine (Pediatric),Pediatrics/Neonatology Neurology Family Medicine,A Study Using Botulinum Toxin Type A as Headache Prophylaxis in Adolescents with Chronic Migraine,A study for Adolescents with Chronic Migraine,Both Male and Female,12 to 17 Years,Recruiting,192762,"",Allergan,3
Migraine and Cluster Headaches,Neurology Family Medicine,Migraines?,"Do you suffer from 3 to 8 migraines per month? If so, consider joining SPARTAN - a clinical study to assess a potential new migraine medication for people like you. We're looking for people over 18 years of age to take part. We'd especially like to hear from migraine sufferers with at least one of the following cardiovascular risk factors (but ALL migraine sufferers are welcome to contact us):","",Both Male and Female,N/A,215926,"",,
Migraine and Cluster Headaches,Neurology Family Medicine,"A phase 3, randomized, double-blind, placebo-controlled study to evaluate the efficacy and safety of AMG 344 in Migraine Prevention","This study is being conducted to evaluate the safety and effectiveness of a study drug for the treatment of migraine headaches. If you qualify for participation in this study, your participation would last approximately 60 weeks and you would be required to make about 18 office visits to our clinic at 2525 W. Greenway Road, Phoenix 85023. As a qualified participant you will be compensated $50 per visit. Also, as a participant in the study you will receive study medication or placebo, physical exams, lab tests and other medical tests as necessary for the completion of the study, at no cost to you.",Both Male and Female,18 to 65 Years,Recruiting,210135,"",Amgen,3
Migraine and Cluster Headaches,Neurology Family Medicine,"A Prospective, Observational Study for the Psychometric Evaluation of a Novel Migraine-Related Functional Impact Instrument in Episodic and Chronic Migraine",To examine the cross-sectional psychometric properties of the Migraine-related Functional Impact Instrument Modules 1 and 2 in subjects with episodic (EM) and chronic (CM) migraine.,Both Male and Female,18 to 65 Years,Recruiting,206872,"",Amgen,1
Migraine and Cluster Headaches,Neurology Family Medicine,A Study Using Botulinum Toxin Type A as Headache Prophylaxis in Adolescents with Chronic Migraine,A study for Adolescents with Chronic Migraine,Both Male and Female,12 to 17 Years,Recruiting,192725,"",Allergan,3
Migraine and Cluster Headaches,Neurology Family Medicine,Do you experience Migraines? Would you consider participation in a research study evaluating an investigational medication for migraine prevention?,"Do you experience Migraines? PRI is conducting a research study of an investigational medication for adults, ages 18 to 65 years old, currently experiencing multiple migraine headaches per month. Study-related procedures and investigational medication will be provided to qualified participants at no cost. Compensation for time and travel may be available.",Both Male and Female,18 to 65 Years,Recruiting,208749,"",Amgen Inc.,3
Migraine and Cluster Headaches,Neurology Family Medicine,Do you experience Migraines? Would you consider participation in a research study evaluating an investigational medication for migraine prevention?,"Do you experience Migraines? PRI is conducting a research study of an investigational medication for adults, ages 18 to 65 years old, currently experiencing multiple migraine headaches per month. Study-related procedures and investigational medication will be provided to qualified participants at no cost. Compensation for time and travel may be available.",Both Male and Female,18 to 65 Years,Recruiting,208761,"",Amgen Inc.,3
Migraine and Cluster Headaches,Neurology Family Medicine,Study of an investigational medication for the treatment of migraine headaches,"This is a study of an investigational medication for the treatment of migraine headaches in men and women 18 years and older. Interested patients should contact the center directly for more information. We are located in Encino, Los Alamitos, and Newport Beach, CA.","",Both Male and Female,18 and up,=12119,"",,
Migraine and Cluster Headaches,Neurology Family Medicine,A Study Using Botulinum Toxin Type A as Headache Prophylaxis in Adolescents with Chronic Migraine,A study for Adolescents with Chronic Migraine,Both Male and Female,12 to 17 Years,Recruiting,192736,"",Allergan,3
Migraine and Cluster Headaches,Neurology Family Medicine,A Study Using Botulinum Toxin Type A as Headache Prophylaxis in Adolescents with Chronic Migraine,A study for Adolescents with Chronic Migraine,Both Male and Female,12 to 17 Years,Recruiting,192751,"",Allergan,3
Migraine and Cluster Headaches,Neurology Family Medicine,Do you organize your life around chronic migraine pain?,"If you are looking for treatment options to manage your migraine pain, we may be able to help. Volunteers are needed to participate in a national research study of an investigational nasal spray medication to treat migraine pain. You may qualify for this study if you are 18 to 65 and suffer from at least 2 migraine attacks a month.. Qualified participants receive study-related care and study-medication along with compensation for time and travel (only 3 office visits required).","",Both Male and Female,18 to 65 Years,=39099,"",,
